state,DEM,GOP,pollster,population,sample_size,start_date,end_date
CA,57,36,SurveyUSA,rv,1575,5/27/2012,5/29/2012
NJ,52,38,SurveyUSA,rv,533,2/24/2012,2/26/2012
NY,60,30,SurveyUSA,rv,518,2/24/2012,2/26/2012
WA,50,39,SurveyUSA,rv,572,2/13/2012,2/15/2012
WA,49,41,SurveyUSA,lv,549,11/21/2011,11/23/2011
CA,53,39,SurveyUSA,lv,539,10/7/2012,10/9/2012
FL,47,47,SurveyUSA,lv,595,10/25/2012,10/27/2012
NY,62,33,SurveyUSA,lv,554,10/23/2012,10/25/2012
OH,47,44,SurveyUSA,lv,609,10/20/2012,10/22/2012
CT,53,40,SurveyUSA,lv,575,10/19/2012,10/21/2012
OR,49,42,SurveyUSA,lv,579,10/16/2012,10/18/2012
WA,54,40,SurveyUSA,lv,543,10/12/2012,10/14/2012
MI,50,39,SurveyUSA,rv,500,10/12/2011,10/14/2011
NC,49,47,SurveyUSA,lv,573,9/29/2012,10/1/2012
WA,54,37,SurveyUSA,lv,524,8/1/2012,8/2/2012
WA,50,36,SurveyUSA,rv,557,5/8/2012,5/9/2012
CA,60,31,SurveyUSA,rv,2088,2/8/2012,2/9/2012
GA,43,51,SurveyUSA,rv,1144,2/1/2012,2/2/2012
GA,42,49,SurveyUSA,rv,1176,12/6/2011,12/7/2011
FL,47,46,SurveyUSA,lv,600,10/17/2012,10/18/2012
NJ,54,40,SurveyUSA,lv,577,10/17/2012,10/18/2012
GA,42,50,SurveyUSA,lv,1169,7/29/2012,7/29/2012
CA,50,39,SurveyUSA,a,800,11/10/2011,11/10/2011
PA,44,44,SurveyUSA,a,800,11/10/2011,11/10/2011
KS,31,56,SurveyUSA,a,800,11/10/2012,11/10/2012
NC,43,53,SurveyUSA/Civitas,rv,500,9/4/2012,9/6/2012
NC,45,50,SurveyUSA/Civitas,rv,558,6/29/2012,7/1/2012
PA,47,45,Susquehanna,lv,725,10/4/2012,10/6/2012
AR,35,56,Talk Business Poll,lv,2228,9/17/2012,9/17/2012
AR,34,50,Talk Business Poll,rv,2101,9/15/2011,9/15/2011
AR,33,57,Talk Business Poll,lv,759,3/26/2012,3/26/2012
FL,48,47,TBT/Herald/Mason-Dixon,lv,800,9/17/2012,9/19/2012
FL,45,51,TBT/Herald/Mason-Dixon,lv,800,10/30/2012,11/1/2012
FL,44,51,TBT/Herald/Mason-Dixon,lv,800,10/8/2012,10/10/2012
FL,44,48,TBT/Herald/Mason-Dixon,lv,800,1/24/2012,1/26/2012
TN,39,42,Tennessean/Vanderbilt,rv,1508,2/16/2012,2/22/2012
TX,39,58,Texas Lyceum,lv,443,9/10/2012,9/26/2012
AR,31,58,The Arkansas Poll,lv,642,10/9/2012,10/14/2012
OR,47,41,The Oregonian,lv,405,10/25/2012,10/28/2012
IL,47,34,The Simon Poll/SIU,rv,1261,9/4/2012,9/10/2012
IL,46,39,The Simon Poll/SIU,rv,1000,10/11/2011,10/16/2011
WA,50,41,The Washington Poll,rv,469,10/10/2011,10/30/2011
WA,52,43,The Washington Poll,lv,644,10/1/2012,10/16/2012
WA,57,36,The Washington Poll,lv,632,10/18/2012,10/31/2012
OH,49,44,Time,lv,783,10/22/2012,10/23/2012
US,48,44,Time,lv,838,10/9/2011,10/10/2011
PA,43,45,Tribune-Review/Susquehanna,rv,800,2/2/2012,2/6/2012
PA,47,45,Tribune-Review/Susquehanna,lv,800,9/18/2012,9/20/2012
PA,47,47,Tribune-Review/Susquehanna,lv,800,10/29/2012,10/31/2012
MA,57,33,UMass Lowell/Boston Herald,rv,1005,9/22/2011,9/28/2011
MA,59,36,UMass Lowell/Boston Herald,lv,497,9/13/2012,9/17/2012
MA,57,37,UMass Lowell/Boston Herald,lv,800,10/31/2012,11/3/2012
FL,49,45,UNF,lv,653,10/1/2012,10/9/2012
NH,51,42,UNH,lv,773,10/17/2012,10/21/2012
IA,44,45,Univ. of Iowa,lv,302,10/18/2012,10/27/2012
CO,47,43,University of Denver,lv,604,10/4/2012,10/5/2012
US,47,49,USA Today/Gallup,rv,889,9/15/2011,9/18/2011
US,46,50,USA Today/Gallup,rv,898,2/16/2012,2/19/2012
US,50,48,USA Today/Gallup,rv,898,12/15/2011,12/18/2011
US,49,45,USA Today/Gallup,rv,901,3/25/2012,3/26/2012
US,47,47,USA Today/Gallup,rv,881,2/20/2012,2/21/2012
US,47,46,USA Today/Gallup,rv,883,12/6/2011,12/7/2011
US,47,47,USA Today/Gallup,rv,908,10/26/2011,10/27/2011
US,48,48,USA Today/Gallup,rv,907,1/27/2012,1/28/2012
VA,49,42,Virginian-Pilot/ODU,rv,776,5/16/2012,6/15/2012
IA,46,47,Voter/Consumer Res/TIR,rv,500,9/23/2012,9/25/2012
VA,50,44,Washington Post,rv,1040,4/28/2011,5/4/2011
FL,51,47,Washington Post,lv,769,9/19/2012,9/23/2012
OH,52,44,Washington Post,lv,759,9/19/2012,9/23/2012
VA,52,44,Washington Post,lv,847,9/12/2012,9/16/2012
VA,51,44,Washington Post,rv,964,4/28/2012,5/2/2012
VA,51,47,Washington Post,lv,1228,10/22/2012,10/26/2012
MD,60,36,Washington Post,lv,843,10/11/2012,10/15/2012
US,50,41,WashTimes/JZ Analytics,lv,800,9/27/2012,9/29/2012
US,42,43,WashTimes/JZ Analytics,lv,800,7/6/2012,7/8/2012
US,45,45,WashTimes/JZ Analytics,lv,800,10/5/2012,10/7/2012
US,50,47,WashTimes/JZ Analytics,lv,800,10/18/2012,10/20/2012
US,43,44,WashTimes/JZ Analytics,lv,800,5/11/2012,5/12/2012
MA,55,34,WBUR/MassINC,lv,503,2/6/2012,2/9/2012
MA,60,32,WBUR/MassINC,lv,504,9/26/2012,9/28/2012
MA,59,31,WBUR/MassINC,lv,507,9/15/2012,9/17/2012
MA,52,36,WBUR/MassINC,lv,501,10/5/2012,10/7/2012
ME,48,34,WBUR/MassINC,lv,506,6/13/2012,6/14/2012
MA,56,36,WBUR/MassINC,lv,516,10/21/2012,10/22/2012
WI,53,41,WeAskAmerica,lv,1238,9/20/2012,9/23/2012
CO,49,46,WeAskAmerica,lv,1273,9/25/2012,9/27/2012
IA,48,44,WeAskAmerica,lv,1273,9/25/2012,9/27/2012
MI,52,40,WeAskAmerica,lv,1064,9/25/2012,9/27/2012
MO,45,48,WeAskAmerica,lv,1145,9/25/2012,9/27/2012
NV,53,42,WeAskAmerica,lv,1078,9/25/2012,9/27/2012
OH,50,46,WeAskAmerica,lv,1649,10/30/2012,11/1/2012
VA,49,48,WeAskAmerica,lv,1069,10/30/2012,11/1/2012
WI,52,45,WeAskAmerica,lv,1210,10/30/2012,11/1/2012
FL,46,45,WeAskAmerica,lv,1127,7/1/2012,7/2/2012
WI,49,42,WeAskAmerica,lv,1162,7/17/2012,7/18/2012
NM,51,40,WeAskAmerica,lv,1295,7/9/2012,7/10/2012
PA,47,40,WeAskAmerica,lv,1227,7/9/2012,7/10/2012
IL,54,37,WeAskAmerica,lv,1382,9/5/2012,9/5/2012
FL,49,46,WeAskAmerica,lv,1230,9/18/2012,9/18/2012
PA,48,42,WeAskAmerica,lv,1214,9/18/2012,9/18/2012
VA,49,46,WeAskAmerica,lv,1238,9/17/2012,9/17/2012
WI,48,43,WeAskAmerica,lv,1270,6/6/2012,6/6/2012
CO,47,43,WeAskAmerica,lv,1083,6/25/2012,6/25/2012
VA,43,48,WeAskAmerica,lv,1106,6/25/2012,6/25/2012
IA,45,44,WeAskAmerica,lv,1086,6/18/2012,6/18/2012
MI,43,45,WeAskAmerica,lv,1010,6/18/2012,6/18/2012
NE,41,54,WeAskAmerica,lv,1178,11/1/2012,11/1/2012
FL,46,49,WeAskAmerica,lv,1200,10/4/2012,10/4/2012
OH,46,47,WeAskAmerica,lv,1200,10/4/2012,10/4/2012
VA,45,48,WeAskAmerica,lv,1200,10/4/2012,10/4/2012
CO,50,47,WeAskAmerica,lv,1246,10/30/2012,10/30/2012
FL,49,50,WeAskAmerica,lv,1146,10/30/2012,10/30/2012
IA,49,47,WeAskAmerica,lv,1174,10/30/2012,10/30/2012
IL,57,41,WeAskAmerica,lv,1198,10/30/2012,10/30/2012
MO,42,54,WeAskAmerica,lv,1217,10/30/2012,10/30/2012
CO,47,48,WeAskAmerica,lv,1206,10/15/2012,10/15/2012
IA,49,46,WeAskAmerica,lv,1499,10/15/2012,10/15/2012
NM,51,41,WeAskAmerica,lv,1258,9/25/2012,9/27/2012
NV,49,43,WeAskAmerica,lv,1092,7/17/2012,7/18/2012
MO,40,49,WeAskAmerica,lv,1172,7/24/2012,7/24/2012
OH,48,40,WeAskAmerica,lv,1115,7/24/2012,7/24/2012
MO,41,55,Wenzel Strategies,lv,1000,10/12/2012,10/13/2012
MA,60,38,Western NE University,lv,444,9/6/2012,9/13/2012
MA,60,36,Western NE University,rv,527,2/23/2012,3/1/2012
MA,58,40,Western NE University,lv,535,10/26/2012,11/1/2012
MA,63,33,Western NE University,lv,440,9/28/2012,10/4/2012
MA,56,34,Western NE University,rv,504,5/29/2012,5/31/2012
NH,49,46,WMUR/UNH,lv,555,8/1/2012,8/12/2012
NH,43,50,WMUR/UNH,lv,471,4/15/2011,4/26/2011
NH,51,42,WMUR/UNH,lv,486,4/9/2012,4/20/2012
NH,49,45,WMUR/UNH,lv,470,7/5/2012,7/15/2012
NH,43,47,WMUR/UNH,lv,729,6/21/2011,7/1/2011
NH,41,49,WMUR/UNH,a,757,1/28/2011,2/7/2011
NH,42,50,WMUR/UNH,lv,559,9/26/2011,10/6/2011
NH,50,40,WMUR/UNH,lv,495,1/25/2012,2/2/2012
NH,45,40,WMUR/UNH,lv,592,9/4/2012,9/10/2012
NH,50,44,WMUR/UNH,lv,559,9/30/2012,10/6/2012
NH,44,47,WMUR/UNH,lv,606,11/15/2011,11/20/2011
NH,54,39,WMUR/UNH,lv,600,9/27/2012,9/30/2012
NH,51,48,WMUR/UNH,lv,789,11/1/2012,11/4/2012
NH,48,48,WMUR/UNH,lv,502,10/31/2012,11/2/2012
TX,40,55,WPA,lv,1000,9/9/2012,9/11/2012
WI,49,43,WPR/St. Norbert,lv,406,5/17/2012,5/22/2012
WI,51,42,WPR/St. Norbert,lv,402,10/25/2012,10/29/2012
WI,46,35,WPRI,a,605,10/23/2011,10/26/2011
RI,57,33,WPRI/Fleming,lv,501,9/26/2012,9/29/2012
RI,54,33,WPRI/Fleming,lv,601,10/24/2012,10/27/2012
