state,pollster,DEM,GOP,start_date,end_date,sample_size,population
FL,SurveyUSA,44,50,8/1/2008,8/3/2008,679,lv
US,Gallup,46,43,8/1/2008,8/3/2008,2659,rv
US,Battleground,46,47,8/10/2008,8/14/2008,1000,lv
TN,Ayres McHenry,36,51,8/10/2008,8/12/2008,500,rv
PA,Susquehanna,46,41,8/11/2008,8/14/2008,700,lv
WA,SurveyUSA,51,44,8/11/2008,8/12/2008,718,lv
FL,InAdv/PollPosition,44,48,8/11/2008,8/11/2008,418,lv
KS,Rasmussen,41,55,8/11/2008,8/11/2008,500,lv
NV,Rasmussen,45,48,8/11/2008,8/11/2008,500,lv
NY,Siena,47,39,8/11/2008,8/14/2008,627,rv
CO,Rocky Mtn News/CBS4,41,44,8/11/2008,8/13/2008,500,rv
CA,PPIC,48,39,8/12/2008,8/19/2008,1047,lv
US,Quinnipiac,47,42,8/12/2008,8/17/2008,1547,lv
OH,PPP,45,45,8/12/2008,8/14/2008,950,lv
VA,InAdv/PollPosition,43,43,8/12/2008,8/12/2008,416,lv
IL,Rasmussen,55,40,8/12/2008,8/12/2008,500,lv
ME,Rasmussen,53,39,8/12/2008,8/12/2008,500,lv
VA,Rasmussen,47,48,8/12/2008,8/12/2008,500,lv
OH,Columbus Dispatch,41,42,8/12/2008,8/21/2008,2102,rv
MO,PPP,40,50,8/13/2008,8/17/2008,750,lv
NV,LVRJ/Mason-Dixon,39,46,8/13/2008,8/15/2008,400,lv
AZ,Mason-Dixon,41,47,8/13/2008,8/15/2008,400,lv
CO,Mason-Dixon,46,43,8/13/2008,8/15/2008,400,lv
UT,Mason-Dixon,23,62,8/13/2008,8/15/2008,400,lv
WY,Mason-Dixon,25,62,8/13/2008,8/15/2008,400,lv
NM,Mason-Dixon,41,45,8/13/2008,8/15/2008,400,lv
MN,SurveyUSA,47,45,8/13/2008,8/14/2008,682,lv
CO,Rasmussen,48,49,8/13/2008,8/13/2008,700,lv
MN,Rasmussen,49,45,8/13/2008,8/13/2008,700,lv
NC,Rasmussen,44,50,8/13/2008,8/13/2008,700,lv
PA,Quinnipiac,43,40,8/14/2007,8/20/2007,1160,rv
US,Reuters/Zogby,39,44,8/14/2008,8/16/2008,1089,lv
US,Reuters/Zogby,41,46,8/14/2008,8/16/2008,1089,lv
GA,Rasmussen,44,53,8/14/2008,8/14/2008,500,lv
NC,Civitas/TelOpinion,40,46,8/14/2008,8/17/2008,600,rv
AZ,Arizona State,30,40,8/14/2008,8/16/2008,402,rv
CO,Quinnipiac,46,47,8/15/2008,8/21/2008,1060,lv
US,Rasmussen,47,46,8/15/2008,8/17/2008,3000,lv
US,CBS News/NY Times,45,42,8/15/2008,8/19/2008,869,rv
US,NBC News/Wall St. Jrnl,44,39,8/15/2008,8/18/2008,1005,rv
US,NBC News/Wall St. Jrnl,45,42,8/15/2008,8/18/2008,1005,rv
US,LA Times/Bloomberg,42,41,8/15/2008,8/18/2008,1248,rv
US,LA Times/Bloomberg,45,43,8/15/2008,8/18/2008,1248,rv
US,Gallup,46,43,8/15/2008,8/17/2008,2660,rv
IN,SurveyUSA,44,50,8/16/2008,8/18/2008,645,lv
FL,Quinnipiac,43,47,8/17/2008,8/24/2008,1069,lv
OH,Quinnipiac,44,43,8/17/2008,8/24/2008,1234,lv
PA,Quinnipiac,49,42,8/17/2008,8/24/2008,1234,lv
MI,Detroit Free Press,46,39,8/17/2008,8/20/2008,600,lv
LA,Rasmussen,39,57,8/17/2008,8/17/2008,500,lv
ID,Greg Smith & Assoc.,29,52,8/18/2008,8/22/2008,600,lv
MI,Detroit News,43,41,8/18/2008,8/21/2008,600,lv
FL,Kitchens Group,39,42,8/18/2008,8/21/2008,605,lv
NV,Reno Gazette-Journal,44,43,8/18/2008,8/20/2008,600,lv
KS,SurveyUSA,35,58,8/18/2008,8/20/2008,641,lv
MD,Rasmussen,53,43,8/18/2008,8/18/2008,500,lv
NH,Rasmussen,47,46,8/18/2008,8/18/2008,500,lv
FL,Rasmussen,46,48,8/18/2008,8/18/2008,700,lv
OH,Rasmussen,43,48,8/18/2008,8/18/2008,700,lv
US,Hotline/FD,44,40,8/18/2008,8/24/2008,1022,rv
RI,Brown University,51,30,8/18/2008,8/20/2008,548,rv
IN,Rasmussen,43,49,8/19/2008,8/21/2008,500,lv
NC,Insider Advantage,43,45,8/19/2008,8/19/2008,614,lv
PA,Rasmussen,48,45,8/19/2008,8/19/2008,700,lv
US,FOX News,42,39,8/19/2008,8/20/2008,900,rv
OR,SurveyUSA,48,45,8/2/2008,8/4/2008,629,lv
NC,PPP,42,45,8/20/2008,8/23/2008,904,lv
VA,PPP,47,45,8/20/2008,8/22/2008,1036,lv
TN,Rasmussen,35,60,8/20/2008,8/20/2008,500,lv
NM,Rasmussen,48,44,8/20/2008,8/20/2008,700,lv
CO,Suffolk,44,39,8/21/2008,8/24/2008,450,lv
US,USA Today/Gallup,48,45,8/21/2008,8/23/2008,765,lv
CA,Rasmussen,54,41,8/21/2008,8/21/2008,500,lv
MS,Rasmussen,43,56,8/21/2008,8/21/2008,500,lv
TX,Rasmussen,44,54,8/21/2008,8/21/2008,500,lv
FL,Strategic Vision,42,49,8/22/2008,8/24/2008,1200,lv
US,Rasmussen,46,46,8/23/2008,8/25/2008,3000,lv
ND,North Dakota UTU,43,40,8/23/2008,8/27/2008,400,rv
US,Gallup,44,46,8/23/2008,8/25/2008,2784,rv
US,CNN,44,44,8/23/2008,8/24/2008,909,rv
US,CNN,47,47,8/23/2008,8/24/2008,909,rv
PA,Keystone Poll,47,42,8/24/2007,9/2/2007,232,rv
NV,CNN/Time,49,44,8/24/2008,8/26/2008,625,rv
NM,CNN/Time,53,40,8/24/2008,8/26/2008,659,rv
PA,CNN/Time,48,43,8/24/2008,8/26/2008,669,rv
CO,CNN/Time,46,47,8/24/2008,8/26/2008,670,rv
FL,Mason-Dixon,45,44,8/25/2008,8/26/2008,625,lv
OH,Quinnipiac,41,42,8/28/2007,9/3/2007,1430,rv
MD,Gonzales Res.,52,38,8/29/2008,9/5/2008,833,lv
US,CBS News,48,40,8/29/2008,8/31/2008,781,rv
US,Hotline/FD,48,39,8/29/2008,8/31/2008,805,rv
US,CNN,46,44,8/29/2008,8/31/2008,927,rv
US,CNN,49,48,8/29/2008,8/31/2008,927,rv
IN,Howey-Gauge,43,45,8/29/2008,8/30/2008,600,rv
WI,WPRI,44,38,8/3/2008,8/4/2008,600,lv
AK,Ivan Moore Res.,35,54,8/30/2008,9/2/2008,500,lv
US,Rasmussen,51,45,8/30/2008,9/1/2008,3000,lv
US,USA Today/Gallup,50,43,8/30/2008,8/31/2008,1835,lv
US,Gallup,50,42,8/30/2008,9/1/2008,2772,rv
OH,CNN/Time,47,45,8/31/2008,9/2/2008,685,rv
MN,CNN/Time,53,41,8/31/2008,9/2/2008,742,rv
IA,CNN/Time,55,40,8/31/2008,9/2/2008,828,rv
IA,Univ. of Iowa,50,43,8/4/2008,8/13/2008,617,lv
NJ,Quinnipiac,51,41,8/4/2008,8/10/2008,1468,lv
PA,Franklin & Marshall,46,41,8/4/2008,8/9/2008,370,lv
NY,Rasmussen,55,36,8/4/2008,8/4/2008,500,lv
NJ,Rasmussen,52,42,8/4/2008,8/4/2008,500,lv
US,IBD/TIPP,43,38,8/4/2008,8/9/2008,856,rv
CO,PPP,48,44,8/5/2008,8/7/2008,933,lv
MA,Rasmussen,54,38,8/5/2008,8/5/2008,500,lv
WI,Rasmussen,51,44,8/5/2008,8/5/2008,500,lv
WA,Rasmussen,54,42,8/6/2008,8/6/2008,500,lv
US,Quinnipiac,43,39,8/7/2007,8/13/2007,1545,lv
MN,Minn. Pub. Radio,48,38,8/7/2008,8/17/2008,763,lv
MI,Rasmussen,49,45,8/7/2008,8/7/2008,500,lv
MO,Rasmussen,44,50,8/7/2008,8/7/2008,500,lv
IA,Rasmussen,49,44,8/7/2008,8/7/2008,700,lv
OR,Rasmussen,52,42,8/7/2008,8/7/2008,700,lv
US,Gallup,45,38,8/7/2008,8/10/2008,903,rv
VA,SurveyUSA,47,48,8/8/2008,8/10/2008,655,lv
WI,Strategic Vision,47,42,8/8/2008,8/10/2008,800,lv
KY,SurveyUSA,37,55,8/9/2008,8/11/2008,636,lv
NC,SurveyUSA,45,49,8/9/2008,8/11/2008,655,lv
US,Democracy Corps,49,44,9/1/2008,9/3/2008,1000,lv
US,CBS News,42,42,9/1/2008,9/3/2008,734,rv
NJ,Quinnipiac,48,45,9/10/2008,9/14/2008,1187,lv
OH,Suffolk,42,46,9/10/2008,9/13/2008,600,lv
MN,Star Tribune,45,45,9/10/2008,9/12/2008,1106,lv
MN,SurveyUSA,49,47,9/10/2008,9/11/2008,734,lv
OH,InAdv/PollPosition,47,48,9/10/2008,9/10/2008,500,lv
UT,Rasmussen,32,64,9/10/2008,9/10/2008,500,lv
WY,Rasmussen,39,58,9/10/2008,9/10/2008,500,lv
WA,Rasmussen,49,47,9/10/2008,9/10/2008,500,lv
CO,InAdv/PollPosition,49,46,9/10/2008,9/10/2008,501,lv
MI,InAdv/PollPosition,44,45,9/10/2008,9/10/2008,503,lv
GA,InAdv/PollPosition,38,56,9/10/2008,9/10/2008,506,lv
FL,InAdv/PollPosition,42,50,9/10/2008,9/10/2008,511,lv
NV,InAdv/PollPosition,45,46,9/10/2008,9/10/2008,518,lv
MI,Rasmussen,51,46,9/10/2008,9/10/2008,700,lv
VA,CNU Virginia Poll,39,48,9/10/2008,9/14/2008,500,rv
US,Newsweek,46,46,9/10/2008,9/11/2008,1038,rv
OR,Moore Info.,43,37,9/10/2008,9/11/2008,408,rv
US,GWU/Battleground,47,47,9/11/2008,9/18/2008,800,lv
US,Quinnipiac,49,45,9/11/2008,9/16/2008,987,lv
PA,Marist,49,44,9/11/2008,9/15/2008,535,lv
OH,Marist,47,45,9/11/2008,9/15/2008,565,lv
VT,Research 2000,55,36,9/11/2008,9/14/2008,400,lv
NJ,Monmouth/Gannett,49,41,9/11/2008,9/14/2008,589,lv
US,Reuters/Zogby,45,45,9/11/2008,9/13/2008,1008,lv
US,Reuters/Zogby,47,45,9/11/2008,9/13/2008,1008,lv
OK,Rasmussen,32,63,9/11/2008,9/11/2008,500,lv
MO,Rasmussen,46,51,9/11/2008,9/11/2008,700,lv
NV,Rasmussen,46,49,9/11/2008,9/11/2008,700,lv
US,Ipsos,45,45,9/11/2008,9/15/2008,1046,rv
CO,National Journal/FD,45,44,9/11/2008,9/15/2008,400,rv
FL,National Journal/FD,44,44,9/11/2008,9/15/2008,400,rv
NM,National Journal/FD,49,42,9/11/2008,9/15/2008,400,rv
OH,National Journal/FD,41,42,9/11/2008,9/15/2008,400,rv
VA,National Journal/FD,41,48,9/11/2008,9/15/2008,400,rv
OR,Portland Tribune,50,40,9/11/2008,9/14/2008,500,rv
OH,Ohio Newspaper Poll,42,48,9/12/2008,9/16/2008,869,lv
OH,SurveyUSA,45,49,9/12/2008,9/14/2008,692,lv
VA,SurveyUSA,50,46,9/12/2008,9/14/2008,732,lv
OH,PPP,44,48,9/13/2008,9/14/2008,1077,lv
VA,PPP,48,46,9/13/2008,9/14/2008,1090,lv
DE,Rasmussen,55,43,9/13/2008,9/13/2008,500,lv
RI,Rasmussen,58,39,9/13/2008,9/13/2008,500,lv
VT,Rasmussen,60,36,9/13/2008,9/13/2008,500,lv
IN,CNN/Time,45,51,9/13/2008,9/14/2008,890,rv
NC,CNN/Time,47,48,9/13/2008,9/14/2008,910,rv
OH,CNN/Time,49,47,9/13/2008,9/14/2008,913,rv
WI,CNN/Time,50,47,9/13/2008,9/14/2008,950,rv
MN,Quinnipiac/WSJ/WP,47,45,9/14/2008,9/21/2008,1301,lv
WI,Quinnipiac/WSJ/WP,49,42,9/14/2008,9/21/2008,1313,lv
MI,Quinnipiac/WSJ/WP,48,44,9/14/2008,9/21/2008,1346,lv
CO,Quinnipiac/WSJ/WP,49,45,9/14/2008,9/21/2008,1418,lv
NH,University of New Hampshire,45,47,9/14/2008,9/21/2008,523,lv
MI,Detroit News,43,42,9/14/2008,9/17/2008,602,lv
FL,Miami Herald/SP Times,45,47,9/14/2008,9/17/2008,800,lv
IN,Indy Star/Selzer,47,44,9/14/2008,9/16/2008,600,lv
NM,SurveyUSA,52,44,9/14/2008,9/16/2008,671,lv
GA,SurveyUSA,41,57,9/14/2008,9/16/2008,684,lv
NJ,Strategic Vision,47,43,9/14/2008,9/16/2008,800,lv
WA,Strategic Vision,47,42,9/14/2008,9/16/2008,800,lv
CO,FOX News/Rasmussen,46,48,9/14/2008,9/14/2008,500,lv
FL,FOX News/Rasmussen,44,49,9/14/2008,9/14/2008,500,lv
OH,FOX News/Rasmussen,45,48,9/14/2008,9/14/2008,500,lv
PA,FOX News/Rasmussen,47,47,9/14/2008,9/14/2008,500,lv
VA,FOX News/Rasmussen,48,48,9/14/2008,9/14/2008,500,lv
MI,Big10 Battleground,48,44,9/14/2008,9/17/2008,600,rv
PA,Big10 Battleground,45,45,9/14/2008,9/17/2008,600,rv
WI,Big10 Battleground,45,44,9/14/2008,9/17/2008,600,rv
MN,Big10 Battleground,47,45,9/14/2008,9/17/2008,610,rv
IN,Big10 Battleground,43,47,9/14/2008,9/17/2008,612,rv
OH,Big10 Battleground,46,45,9/14/2008,9/17/2008,619,rv
IL,Big10 Battleground,53,37,9/14/2008,9/17/2008,628,rv
IA,Big10 Battleground,45,45,9/14/2008,9/17/2008,643,rv
FL,CNN/Time,48,48,9/14/2008,9/16/2008,907,rv
TN,Middle Tn. State U.,36,48,9/15/2008,9/27/2008,635,a
US,F&M/Hearst-Argyle,45,47,9/15/2008,9/21/2008,1138,lv
MI,MRG,43,46,9/15/2008,9/20/2008,600,lv
FL,Sun-Sentinel/R2000,45,46,9/15/2008,9/18/2008,600,lv
MO,Post-Dispatch/R2000,45,49,9/15/2008,9/18/2008,800,lv
IL,Research 2000,56,36,9/15/2008,9/18/2008,800,lv
US,Rasmussen,48,48,9/15/2008,9/17/2008,3000,lv
AK,Daily Kos/R2000,38,55,9/15/2008,9/17/2008,600,lv
IA,Quad City-Times/R2000,53,39,9/15/2008,9/17/2008,600,lv
KY,Research 2000,37,55,9/15/2008,9/17/2008,600,lv
NY,Rasmussen,55,42,9/15/2008,9/15/2008,500,lv
OR,Rasmussen,51,47,9/15/2008,9/15/2008,700,lv
WI,Rasmussen,48,46,9/15/2008,9/15/2008,700,lv
US,Gallup,48,44,9/15/2008,9/17/2008,2815,rv
US,Hotline/FD,46,42,9/15/2008,9/17/2008,912,rv
FL,NBC/Mason-Dixon,47,45,9/16/2008,9/18/2008,625,lv
PA,NBC/Mason-Dixon,46,44,9/16/2008,9/18/2008,625,lv
ND,Research 2000,40,53,9/16/2008,9/17/2008,500,lv
MI,Marist,52,43,9/16/2008,9/17/2008,599,lv
FL,SurveyUSA,45,51,9/16/2008,9/17/2008,707,lv
CT,Rasmussen,53,41,9/16/2008,9/16/2008,500,lv
GA,Rasmussen,43,54,9/16/2008,9/16/2008,500,lv
NJ,Rasmussen,55,42,9/16/2008,9/16/2008,500,lv
VA,NBC/Mason-Dixon,44,47,9/17/2008,9/22/2008,625,lv
NV,Suffolk,45,46,9/17/2008,9/21/2008,600,lv
NH,Marist,51,45,9/17/2008,9/21/2008,604,lv
NC,Civitas/TelOpinion,45,45,9/17/2008,9/20/2008,600,lv
NM,PPP,53,42,9/17/2008,9/19/2008,1037,lv
NC,PPP,46,46,9/17/2008,9/19/2008,1060,lv
IN,Rasmussen,47,49,9/17/2008,9/18/2008,500,lv
IA,SurveyUSA,54,43,9/17/2008,9/18/2008,702,lv
IL,Rasmussen,56,40,9/17/2008,9/17/2008,500,lv
ME,Rasmussen,50,46,9/17/2008,9/17/2008,500,lv
VA,InAdv/PollPosition,46,48,9/17/2008,9/17/2008,502,lv
GA,InAdv/PollPosition,43,51,9/17/2008,9/17/2008,503,lv
CO,InAdv/PollPosition,51,41,9/17/2008,9/17/2008,508,lv
NJ,Quinnipiac,44,41,9/18/2007,9/23/2007,1230,rv
MI,NBC/Mason-Dixon,46,46,9/18/2008,9/23/2008,625,lv
IA,Marist,51,41,9/18/2008,9/21/2008,467,lv
VA,ABC News/Wash Post,49,46,9/18/2008,9/21/2008,698,lv
KS,Rasmussen,38,58,9/18/2008,9/18/2008,500,lv
SC,Rasmussen,45,51,9/18/2008,9/18/2008,500,lv
MN,Rasmussen,52,44,9/18/2008,9/18/2008,500,lv
NC,Rasmussen,47,50,9/18/2008,9/18/2008,500,lv
NH,National Journal/FD,44,43,9/18/2008,9/22/2008,403,rv
MI,National Journal/FD,47,39,9/18/2008,9/22/2008,406,rv
PA,National Journal/FD,43,41,9/18/2008,9/22/2008,406,rv
US,Ipsos/McClatchy,44,43,9/18/2008,9/22/2008,923,rv
US,Rasmussen,46,41,9/19/2007,9/20/2007,800,lv
CO,Ciruli Assoc.,44,43,9/19/2008,9/23/2008,501,lv
US,ABC News/Wash Post,51,43,9/19/2008,9/22/2008,780,lv
US,ABC News/Wash Post,52,43,9/19/2008,9/22/2008,780,lv
US,LA Times/Bloomberg,48,42,9/19/2008,9/22/2008,838,lv
US,LA Times/Bloomberg,49,45,9/19/2008,9/22/2008,838,lv
US,CNN/Opinion Research,48,45,9/19/2008,9/21/2008,697,lv
US,CNN/Opinion Research,51,47,9/19/2008,9/21/2008,697,lv
VA,SurveyUSA,51,45,9/19/2008,9/21/2008,716,lv
US,NBC News/Wall St. Jrnl,44,42,9/19/2008,9/22/2008,1085,rv
US,NBC News/Wall St. Jrnl,48,46,9/19/2008,9/22/2008,1085,rv
US,IBD/TIPP,45,40,9/2/2008,9/7/2008,868,rv
NH,7News/Suffolk,46,45,9/20/2008,9/24/2008,600,lv
MI,Detroit News,48,38,9/20/2008,9/22/2008,400,lv
AR,ARG,41,53,9/20/2008,9/22/2008,600,lv
CO,PPP,51,44,9/20/2008,9/21/2008,1084,lv
HI,Rasmussen,68,27,9/20/2008,9/20/2008,500,lv
MD,Rasmussen,60,37,9/20/2008,9/20/2008,500,lv
US,GWU/Battleground,46,48,9/21/2008,9/25/2008,1000,lv
PA,Morning Call,47,43,9/21/2008,9/25/2008,577,lv
FL,Strategic Vision,45,48,9/21/2008,9/23/2008,1200,lv
PA,Strategic Vision,47,46,9/21/2008,9/23/2008,1200,lv
WV,CNN/Time,46,50,9/21/2008,9/23/2008,694,lv
PA,CNN/Time,53,44,9/21/2008,9/23/2008,730,lv
MT,CNN/Time,43,54,9/21/2008,9/23/2008,737,lv
MI,CNN/Time,51,46,9/21/2008,9/23/2008,755,lv
CO,CNN/Time,51,47,9/21/2008,9/23/2008,794,lv
WV,Orion Strategies,41,52,9/21/2008,9/22/2008,600,lv
KS,SurveyUSA,41,53,9/21/2008,9/22/2008,666,lv
KY,SurveyUSA,38,57,9/21/2008,9/22/2008,672,lv
WA,SurveyUSA,54,43,9/21/2008,9/22/2008,682,lv
SC,SurveyUSA,39,58,9/21/2008,9/22/2008,690,lv
FL,FOX News/Rasmussen,46,51,9/21/2008,9/21/2008,500,lv
MI,FOX News/Rasmussen,51,44,9/21/2008,9/21/2008,500,lv
OH,FOX News/Rasmussen,46,50,9/21/2008,9/21/2008,500,lv
PA,FOX News/Rasmussen,48,45,9/21/2008,9/21/2008,500,lv
VA,FOX News/Rasmussen,48,50,9/21/2008,9/21/2008,500,lv
KY,Mason-Dixon,41,53,9/22/2008,9/25/2008,717,lv
US,Democracy Corps,47,44,9/22/2008,9/24/2008,1007,lv
MI,Strategic Vision,48,45,9/22/2008,9/24/2008,1200,lv
WY,Research 2000,36,57,9/22/2008,9/24/2008,500,lv
NH,Concord Monitor,48,44,9/22/2008,9/24/2008,600,lv
MT,Research 2000,39,52,9/22/2008,9/24/2008,600,lv
OR,Research 2000,53,39,9/22/2008,9/24/2008,600,lv
MI,Detroit Free Press,51,38,9/22/2008,9/24/2008,602,lv
TN,Mason-Dixon,39,55,9/22/2008,9/24/2008,625,lv
ME,SurveyUSA,49,44,9/22/2008,9/24/2008,675,lv
MO,Post-Dispatch/R2000,46,47,9/22/2008,9/24/2008,800,lv
NH,Strategic Vision,46,45,9/22/2008,9/24/2008,800,lv
WI,Research 2000,49,43,9/22/2008,9/23/2008,600,lv
MA,SurveyUSA,55,39,9/22/2008,9/23/2008,679,lv
US,Marist,49,44,9/22/2008,9/23/2008,689,lv
DE,SurveyUSA,57,37,9/22/2008,9/23/2008,703,lv
OR,SurveyUSA,52,41,9/22/2008,9/23/2008,708,lv
AR,Rasmussen,42,51,9/22/2008,9/22/2008,500,lv
CA,Rasmussen,56,39,9/22/2008,9/22/2008,500,lv
OH,InAdv/PollPosition,46,46,9/22/2008,9/22/2008,545,lv
US,FOX News,45,39,9/22/2008,9/23/2008,900,rv
CA,SurveyUSA,53,43,9/23/2008,9/25/2008,661,lv
PA,SurveyUSA,50,44,9/23/2008,9/24/2008,1094,lv
NY,SurveyUSA,57,38,9/23/2008,9/24/2008,668,lv
MO,SurveyUSA,46,48,9/23/2008,9/24/2008,705,lv
NC,Rasmussen,49,47,9/23/2008,9/23/2008,500,lv
CO,InAdv/PollPosition,50,41,9/23/2008,9/23/2008,505,lv
CO,Rasmussen,50,47,9/23/2008,9/23/2008,700,lv
NH,Rasmussen,47,49,9/23/2008,9/23/2008,700,lv
PA,Franklin & Marshall,45,38,9/23/2008,9/28/2008,767,rv
NY,Quinnipiac,47,39,9/24/2007,9/30/2007,1504,rv
OH,Columbus Dispatch,49,42,9/24/2008,10/3/2008,2262,lv
US,Rasmussen,50,44,9/24/2008,9/26/2008,3000,lv
CT,SurveyUSA,54,38,9/24/2008,9/25/2008,686,lv
PA,Rasmussen,49,45,9/24/2008,9/24/2008,500,lv
WV,Rasmussen,42,50,9/24/2008,9/24/2008,500,lv
FL,Rasmussen,47,48,9/24/2008,9/24/2008,700,lv
OH,Rasmussen,46,47,9/24/2008,9/24/2008,700,lv
US,Gallup,49,44,9/24/2008,9/26/2008,2759,rv
US,Hotline/FD,48,43,9/24/2008,9/26/2008,914,rv
US,FOX News,40,38,9/25/2007,9/26/2007,900,rv
NH,St. Anselm/SRBI,49,37,9/25/2008,9/30/2008,823,lv
LA,Rasmussen,40,55,9/25/2008,9/25/2008,500,lv
IA,Rasmussen,51,43,9/25/2008,9/25/2008,700,lv
VA,Rasmussen,50,45,9/25/2008,9/25/2008,700,lv
AZ,Arizona State,38,45,9/25/2008,9/28/2008,975,rv
PA,Morning Call,48,41,9/26/2008,9/30/2008,598,lv
US,Time,50,43,9/26/2008,9/29/2008,1133,lv
NJ,Strategic Vision,48,39,9/26/2008,9/28/2008,800,lv
WI,Strategic Vision,49,40,9/26/2008,9/28/2008,800,lv
US,Ipsos/McClatchy,46,42,9/26/2008,9/29/2008,1007,rv
US,Ipsos/McClatchy,48,45,9/26/2008,9/29/2008,1007,rv
FL,Suffolk/WSVN,46,42,9/27/2008,9/30/2008,600,lv
US,CBS News,50,41,9/27/2008,9/30/2008,769,lv
US,Associated Press/GfK,48,41,9/27/2008,9/30/2008,808,lv
US,Associated Press/GfK,48,41,9/27/2008,9/30/2008,808,lv
US,Pew Research,49,43,9/27/2008,9/29/2008,1181,lv
NV,ARG,47,49,9/27/2008,9/29/2008,600,lv
NC,ARG,46,49,9/27/2008,9/29/2008,600,lv
VA,ARG,46,49,9/27/2008,9/29/2008,600,lv
OH,Quinnipiac,50,42,9/27/2008,9/29/2008,825,lv
PA,Quinnipiac,54,39,9/27/2008,9/29/2008,832,lv
FL,Quinnipiac,51,43,9/27/2008,9/29/2008,836,lv
US,ABC News/Wash Post,48,45,9/27/2008,9/29/2008,916,lv
US,ABC News/Wash Post,50,46,9/27/2008,9/29/2008,916,lv
NC,PPP,47,45,9/27/2008,9/28/2008,1041,lv
FL,SurveyUSA,47,48,9/27/2008,9/28/2008,599,lv
NJ,SurveyUSA,52,42,9/27/2008,9/28/2008,611,lv
FL,PPP,49,46,9/27/2008,9/28/2008,941,lv
SC,Winthrop/ETV,35,55,9/28/2008,10/19/2008,617,lv
VA,Winthrop/ETV,45,44,9/28/2008,10/19/2008,665,lv
NC,Winthrop/ETV,45,44,9/28/2008,10/19/2008,744,lv
US,Democracy Corps,49,45,9/28/2008,9/30/2008,1000,lv
IN,Research 2000,45,46,9/28/2008,9/30/2008,600,lv
NV,CNN/Time,51,47,9/28/2008,9/30/2008,684,lv
VA,CNN/Time,53,44,9/28/2008,9/30/2008,684,lv
MO,CNN/Time,49,48,9/28/2008,9/30/2008,744,lv
FL,CNN/Time,51,47,9/28/2008,9/30/2008,770,lv
MN,CNN/Time,54,43,9/28/2008,9/30/2008,849,lv
US,Marist,49,44,9/28/2008,9/30/2008,943,lv
OK,SurveyUSA,34,64,9/28/2008,9/29/2008,656,lv
GA,SurveyUSA,44,52,9/28/2008,9/29/2008,677,lv
IN,SurveyUSA,45,48,9/28/2008,9/29/2008,687,lv
OH,SurveyUSA,48,49,9/28/2008,9/29/2008,693,lv
CO,FOX News/Rasmussen,49,48,9/28/2008,9/28/2008,500,lv
FL,FOX News/Rasmussen,47,47,9/28/2008,9/28/2008,500,lv
OH,FOX News/Rasmussen,47,48,9/28/2008,9/28/2008,500,lv
PA,FOX News/Rasmussen,50,42,9/28/2008,9/28/2008,500,lv
VA,FOX News/Rasmussen,50,47,9/28/2008,9/28/2008,500,lv
NY,Siena,58,36,9/28/2008,9/30/2008,631,rv
NJ,Fairleigh Dickinson,50,37,9/29/2008,10/5/2008,790,lv
IN,Research 2000,46,46,9/29/2008,10/3/2008,800,lv
NM,Albuquerque Journal,45,40,9/29/2008,10/2/2008,659,lv
OH,Democracy Corps,49,43,9/29/2008,10/1/2008,600,lv
GA,Research 2000,43,50,9/29/2008,10/1/2008,600,lv
CO,Denver Post/Mason-Dixon,44,44,9/29/2008,10/1/2008,625,lv
VA,Mason-Dixon,45,48,9/29/2008,10/1/2008,625,lv
MI,PPP,51,41,9/29/2008,10/1/2008,731,lv
IA,Research 2000,55,39,9/29/2008,9/30/2008,600,lv
NM,SurveyUSA,52,44,9/29/2008,9/30/2008,689,lv
VA,InAdv/PollPosition,51,45,9/29/2008,9/29/2008,436,lv
AZ,Rasmussen,38,59,9/29/2008,9/29/2008,500,lv
TN,Rasmussen,39,58,9/29/2008,9/29/2008,500,lv
TX,Rasmussen,43,52,9/29/2008,9/29/2008,500,lv
OH,InAdv/PollPosition,47,45,9/29/2008,9/29/2008,512,lv
FL,Quinnipiac,39,42,9/3/2007,9/9/2007,1141,rv
MN,Star Tribune,55,37,9/30/2008,10/2/2008,1084,lv
MN,SurveyUSA,46,47,9/30/2008,10/1/2008,725,lv
NV,InAdv/PollPosition,48,47,9/30/2008,9/30/2008,437,lv
KY,Rasmussen,42,52,9/30/2008,9/30/2008,500,lv
NE,Rasmussen,37,56,9/30/2008,9/30/2008,500,lv
MS,Rasmussen,44,52,9/30/2008,9/30/2008,500,lv
FL,InAdv/PollPosition,49,46,9/30/2008,9/30/2008,532,lv
GA,InAdv/PollPosition,44,50,9/30/2008,9/30/2008,561,lv
NC,Rasmussen,50,47,9/30/2008,9/30/2008,700,lv
FL,Florida Chamber,42,45,9/30/2008,10/1/2008,619,rv
NJ,Fairleigh Dickinson,47,41,9/4/2008,9/7/2008,872,lv
CA,Field,52,36,9/5/2008,9/14/2008,830,lv
OH,Univ of Cinci/Ohio Poll,44,48,9/5/2008,9/10/2008,775,lv
US,Associated Press/GfK,44,48,9/5/2008,9/10/2008,812,lv
US,Associated Press/GfK,44,48,9/5/2008,9/10/2008,812,lv
PA,Quinnipiac,48,45,9/5/2008,9/9/2008,1001,lv
FL,Quinnipiac,43,50,9/5/2008,9/9/2008,1032,lv
OH,Quinnipiac,49,44,9/5/2008,9/9/2008,1367,lv
